title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty_rating
Simple Shrimp Noodles Bowl,entree,Mexican,"['shrimp', 'noodles', 'onion']",9,23,32,4,medium,False,A straightforward mexican dish featuring shrimp and onion.,1. Chop the onion and prep the shrimp. 2. Cook the noodles according to package directions. 3. Sauté the shrimp and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Beef Strips Bread Bowl,entree,Italian,"['beef strips', 'bread', 'bell pepper', 'garlic', 'cheese']",6,23,29,2,easy,False,A straightforward italian dish featuring beef strips and bell pepper.,1. Chop the bell pepper and prep the beef strips. 2. Cook the bread according to package directions. 3. Sauté the beef strips and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Eggs Pasta Bowl,entree,Asian,"['eggs', 'pasta', 'zucchini']",15,17,32,2,medium,True,A straightforward asian dish featuring eggs and zucchini.,1. Chop the zucchini and prep the eggs. 2. Cook the pasta according to package directions. 3. Sauté the eggs and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Onion and Shrimp Plate,entree,Asian,"['shrimp', 'quinoa', 'onion']",10,15,25,2,easy,False,A straightforward asian dish featuring shrimp and onion.,1. Chop the onion and prep the shrimp. 2. Cook the quinoa according to package directions. 3. Sauté the shrimp and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Bell Pepper and Shrimp Plate,entree,American,"['shrimp', 'rice', 'bell pepper', 'butter', 'ginger']",15,25,40,2,medium,False,A straightforward american dish featuring shrimp and bell pepper.,1. Chop the bell pepper and prep the shrimp. 2. Cook the rice according to package directions. 3. Sauté the shrimp and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Shrimp with Broccoli and Rice,entree,Mexican,"['shrimp', 'rice', 'broccoli', 'cheese', 'soy sauce']",14,22,36,4,medium,False,A straightforward mexican dish featuring shrimp and broccoli.,1. Chop the broccoli and prep the shrimp. 2. Cook the rice according to package directions. 3. Sauté the shrimp and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Carrots and Chickpeas Plate,entree,American,"['chickpeas', 'bread', 'carrots']",13,25,38,4,medium,True,A straightforward american dish featuring chickpeas and carrots.,1. Chop the carrots and prep the chickpeas. 2. Cook the bread according to package directions. 3. Sauté the chickpeas and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Pork Chops Plate,entree,Italian,"['pork chops', 'pasta', 'carrots', 'teriyaki sauce']",12,19,31,2,medium,False,A straightforward italian dish featuring pork chops and carrots.,1. Chop the carrots and prep the pork chops. 2. Cook the pasta according to package directions. 3. Sauté the pork chops and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Cabbage and Tofu Plate,entree,American,"['tofu', 'potatoes', 'cabbage']",6,16,22,4,easy,True,A straightforward american dish featuring tofu and cabbage.,1. Chop the cabbage and prep the tofu. 2. Cook the potatoes according to package directions. 3. Sauté the tofu and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Spinach and Tofu Plate,entree,Italian,"['tofu', 'rice', 'spinach']",6,21,27,2,easy,True,A straightforward italian dish featuring tofu and spinach.,1. Chop the spinach and prep the tofu. 2. Cook the rice according to package directions. 3. Sauté the tofu and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Chicken Breast Plate,entree,Mexican,"['chicken breast', 'bread', 'carrots']",10,17,27,4,easy,False,A straightforward mexican dish featuring chicken breast and carrots.,1. Chop the carrots and prep the chicken breast. 2. Cook the bread according to package directions. 3. Sauté the chicken breast and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Tofu Noodles Bowl,entree,Mediterranean,"['tofu', 'noodles', 'broccoli', 'ginger']",8,18,26,4,easy,True,A straightforward mediterranean dish featuring tofu and broccoli.,1. Chop the broccoli and prep the tofu. 2. Cook the noodles according to package directions. 3. Sauté the tofu and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Lentils with Mushrooms and Tortillas,entree,Mediterranean,"['lentils', 'tortillas', 'mushrooms', 'hot sauce', 'ginger']",8,21,29,2,easy,True,A straightforward mediterranean dish featuring lentils and mushrooms.,1. Chop the mushrooms and prep the lentils. 2. Cook the tortillas according to package directions. 3. Sauté the lentils and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Beef Strips Rice Bowl,entree,Asian,"['beef strips', 'rice', 'spinach', 'olive oil', 'hot sauce']",6,24,30,4,medium,False,A straightforward asian dish featuring beef strips and spinach.,1. Chop the spinach and prep the beef strips. 2. Cook the rice according to package directions. 3. Sauté the beef strips and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Tofu Pasta Bowl,entree,American,"['tofu', 'pasta', 'tomatoes']",14,18,32,4,medium,True,A straightforward american dish featuring tofu and tomatoes.,1. Chop the tomatoes and prep the tofu. 2. Cook the pasta according to package directions. 3. Sauté the tofu and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Beef Strips Bread Bowl,entree,Mediterranean,"['beef strips', 'bread', 'mushrooms']",13,14,27,4,easy,False,A straightforward mediterranean dish featuring beef strips and mushrooms.,1. Chop the mushrooms and prep the beef strips. 2. Cook the bread according to package directions. 3. Sauté the beef strips and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Rice Bowl,entree,Italian,"['lentils', 'rice', 'mushrooms', 'cheese', 'teriyaki sauce']",6,15,21,2,easy,True,A straightforward italian dish featuring lentils and mushrooms.,1. Chop the mushrooms and prep the lentils. 2. Cook the rice according to package directions. 3. Sauté the lentils and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
Tofu with Tomatoes and Noodles,entree,American,"['tofu', 'noodles', 'tomatoes']",6,24,30,2,medium,True,A straightforward american dish featuring tofu and tomatoes.,1. Chop the tomatoes and prep the tofu. 2. Cook the noodles according to package directions. 3. Sauté the tofu and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Chicken Breast Tortillas Bowl,entree,American,"['chicken breast', 'tortillas', 'zucchini', 'ginger']",12,18,30,4,medium,False,A straightforward american dish featuring chicken breast and zucchini.,1. Chop the zucchini and prep the chicken breast. 2. Cook the tortillas according to package directions. 3. Sauté the chicken breast and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Chicken Breast Tortillas Bowl,entree,Mediterranean,"['chicken breast', 'tortillas', 'spinach']",7,21,28,2,easy,False,A straightforward mediterranean dish featuring chicken breast and spinach.,1. Chop the spinach and prep the chicken breast. 2. Cook the tortillas according to package directions. 3. Sauté the chicken breast and spinach until fully cooked. 4. Combine all ingredients together and serve hot.,2
Black Beans with Carrots and Pasta,entree,Mexican,"['black beans', 'pasta', 'carrots', 'olive oil']",6,20,26,2,easy,True,A straightforward mexican dish featuring black beans and carrots.,1. Chop the carrots and prep the black beans. 2. Cook the pasta according to package directions. 3. Sauté the black beans and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Lentils Potatoes Bowl,entree,Asian,"['lentils', 'potatoes', 'mushrooms', 'lemon juice']",6,11,17,2,easy,True,A straightforward asian dish featuring lentils and mushrooms.,1. Chop the mushrooms and prep the lentils. 2. Cook the potatoes according to package directions. 3. Sauté the lentils and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,1
Quick Cabbage and Chickpeas Plate,entree,Mediterranean,"['chickpeas', 'rice', 'cabbage', 'garlic']",10,20,30,2,medium,True,A straightforward mediterranean dish featuring chickpeas and cabbage.,1. Chop the cabbage and prep the chickpeas. 2. Cook the rice according to package directions. 3. Sauté the chickpeas and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,3
Simple Chicken Breast Bread Bowl,entree,Italian,"['chicken breast', 'bread', 'bell pepper', 'hot sauce']",12,13,25,4,easy,False,A straightforward italian dish featuring chicken breast and bell pepper.,1. Chop the bell pepper and prep the chicken breast. 2. Cook the bread according to package directions. 3. Sauté the chicken breast and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Chickpeas Pasta Bowl,entree,Italian,"['chickpeas', 'pasta', 'bell pepper', 'butter']",13,25,38,4,medium,True,A straightforward italian dish featuring chickpeas and bell pepper.,1. Chop the bell pepper and prep the chickpeas. 2. Cook the pasta according to package directions. 3. Sauté the chickpeas and bell pepper until fully cooked. 4. Combine all ingredients together and serve hot.,3
Quick Broccoli and Shrimp Plate,entree,American,"['shrimp', 'noodles', 'broccoli', 'soy sauce', 'garlic']",5,18,23,2,easy,False,A straightforward american dish featuring shrimp and broccoli.,1. Chop the broccoli and prep the shrimp. 2. Cook the noodles according to package directions. 3. Sauté the shrimp and broccoli until fully cooked. 4. Combine all ingredients together and serve hot.,2
Lentils with Carrots and Sweet Potatoes,entree,Mexican,"['lentils', 'sweet potatoes', 'carrots', 'teriyaki sauce', 'lemon juice']",11,17,28,2,easy,True,A straightforward mexican dish featuring lentils and carrots.,1. Chop the carrots and prep the lentils. 2. Cook the sweet potatoes according to package directions. 3. Sauté the lentils and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Tomatoes and Pork Chops Plate,entree,Asian,"['pork chops', 'potatoes', 'tomatoes', 'cheese']",5,18,23,2,easy,False,A straightforward asian dish featuring pork chops and tomatoes.,1. Chop the tomatoes and prep the pork chops. 2. Cook the potatoes according to package directions. 3. Sauté the pork chops and tomatoes until fully cooked. 4. Combine all ingredients together and serve hot.,2
Quick Carrots and Salmon Plate,entree,Asian,"['salmon', 'potatoes', 'carrots', 'lemon juice']",7,14,21,2,easy,False,A straightforward asian dish featuring salmon and carrots.,1. Chop the carrots and prep the salmon. 2. Cook the potatoes according to package directions. 3. Sauté the salmon and carrots until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Zucchini and Bread,entree,Italian,"['chickpeas', 'bread', 'zucchini']",11,18,29,2,easy,True,A straightforward italian dish featuring chickpeas and zucchini.,1. Chop the zucchini and prep the chickpeas. 2. Cook the bread according to package directions. 3. Sauté the chickpeas and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Simple Beef Strips Bread Bowl,entree,American,"['beef strips', 'bread', 'zucchini', 'ginger', 'teriyaki sauce']",15,15,30,4,medium,False,A straightforward american dish featuring beef strips and zucchini.,1. Chop the zucchini and prep the beef strips. 2. Cook the bread according to package directions. 3. Sauté the beef strips and zucchini until fully cooked. 4. Combine all ingredients together and serve hot.,2
Chickpeas with Cabbage and Sweet Potatoes,entree,Mediterranean,"['chickpeas', 'sweet potatoes', 'cabbage', 'garlic']",13,10,23,4,easy,True,A straightforward mediterranean dish featuring chickpeas and cabbage.,1. Chop the cabbage and prep the chickpeas. 2. Cook the sweet potatoes according to package directions. 3. Sauté the chickpeas and cabbage until fully cooked. 4. Combine all ingredients together and serve hot.,2
Black Beans with Onion and Quinoa,entree,Asian,"['black beans', 'quinoa', 'onion']",15,19,34,4,medium,True,A straightforward asian dish featuring black beans and onion.,1. Chop the onion and prep the black beans. 2. Cook the quinoa according to package directions. 3. Sauté the black beans and onion until fully cooked. 4. Combine all ingredients together and serve hot.,2
Pork Chops with Mushrooms and Quinoa,entree,Asian,"['pork chops', 'quinoa', 'mushrooms', 'hot sauce', 'soy sauce']",11,13,24,4,easy,False,A straightforward asian dish featuring pork chops and mushrooms.,1. Chop the mushrooms and prep the pork chops. 2. Cook the quinoa according to package directions. 3. Sauté the pork chops and mushrooms until fully cooked. 4. Combine all ingredients together and serve hot.,2
