title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary,instructions,difficulty rating
Herb Tofu Rice Bowl,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'eggplant', 'tomato', 'rosemary', 'thyme', 'garlic']",12,10,22,6,easy,True,A comfort-food style dinner built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Garlic Tofu Rice Bowl,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cabbage', 'carrot', 'green onion', 'garlic powder', 'parsley', 'garlic']",18,10,28,6,easy,True,A comfort-food style dinner built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Smoky Tofu Rice Bowl,entree,American,"['firm tofu', 'rice', 'parsley', 'garlic']",20,10,30,6,easy,True,A hearty and simple main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with rice and parsley until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Lemon Pepper Tofu Rice Bowl,entree,American,"['firm tofu', 'rice', 'rosemary', 'thyme', 'garlic']",10,15,25,6,easy,True,A comfort-food style dinner built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with rice and rosemary until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Roasted Tofu Rice Bowl,entree,American,"['firm tofu', 'rice', 'onion', 'parsley', 'paprika', 'garlic']",10,20,30,6,easy,True,A savory weeknight entree built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with rice and onion until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Homestyle Tofu Rice Bowl,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'paprika', 'garlic powder', 'garlic']",15,15,30,2,easy,True,A savory weeknight entree built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Chipotle Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cauliflower', 'carrot', 'cumin', 'garlic']",20,10,30,2,easy,True,A Mexican-inspired entree with bright flavors built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Cilantro Lime Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'rice', 'garlic']",10,15,25,4,easy,True,A bold and zesty main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with rice and garlic until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Spicy Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'rice', 'chili powder', 'cumin', 'garlic']",20,10,30,6,easy,True,A bold and zesty main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with rice and chili powder until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Smoky Tofu Kale Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cilantro', 'garlic']",18,10,28,4,easy,True,A Mexican-inspired entree with bright flavors built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Salsa Verde Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cauliflower', 'cilantro', 'garlic']",15,10,25,4,easy,True,A bold and zesty main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Southwest Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'sweet potato', 'onion', 'black beans', 'chili powder', 'garlic']",10,15,25,2,easy,True,A bold and zesty main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Lemon Herb Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'rice', 'garlic']",15,15,30,4,easy,True,A light but satisfying dinner built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with rice and garlic until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Mediterranean Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'rice', 'garlic']",12,13,25,2,easy,True,A light but satisfying dinner built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Garlic Oregano Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'rice', 'feta', 'garlic']",12,10,22,6,easy,True,A bright Mediterranean-style entree built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Tomato Olive Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'feta', 'garlic']",10,10,20,2,easy,True,A fresh and herb-forward main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Zesty Herb Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'rice', 'onion', 'lemon', 'parsley', 'garlic']",18,12,30,4,easy,True,A light but satisfying dinner built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Sun-Dried Tomato Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'mushrooms', 'onion', 'oregano', 'garlic']",15,15,30,2,easy,True,A bright Mediterranean-style entree built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Ginger Garlic Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'corn', 'bell pepper', 'onion', 'ginger', 'garlic']",10,15,25,2,easy,True,A savory umami-forward main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Sesame Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'spinach', 'tomato', 'onion', 'broccoli', 'garlic']",18,10,28,6,easy,True,A savory umami-forward main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,3
Soy Glazed Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'rice', 'garlic']",20,10,30,4,easy,True,A quick Asian-inspired entree built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,1
Sweet Chili Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'garlic']",20,10,30,6,easy,True,A takeout-style dinner made at home built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Teriyaki Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'rice', 'onion', 'ginger', 'garlic']",20,10,30,6,easy,True,A savory umami-forward main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and rice until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Scallion Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'spinach', 'onion', 'garlic']",15,10,25,4,easy,True,A savory umami-forward main dish built around tofu with rice bowl.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the rice or grain until tender. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Layer everything in a bowl and serve hot.,2
Herb Tofu Pasta,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'pasta', 'thyme', 'parsley', 'garlic', 'parmesan']",10,10,20,6,easy,True,A comfort-food style dinner built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Garlic Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'parmesan']",15,10,25,4,easy,True,A hearty and simple main dish built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and parmesan until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Smoky Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'parsley', 'garlic', 'parmesan']",12,23,35,4,easy,True,A savory weeknight entree built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and parsley until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Lemon Pepper Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'garlic powder', 'paprika', 'garlic', 'parmesan']",20,15,35,4,easy,True,A savory weeknight entree built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and garlic powder until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Roasted Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'onion', 'thyme', 'parsley', 'garlic', 'parmesan']",15,20,35,6,easy,True,A hearty and simple main dish built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and onion until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Homestyle Tofu Pasta,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'pasta', 'sweet potato', 'onion', 'paprika', 'garlic', 'parmesan']",12,18,30,2,easy,True,A savory weeknight entree built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with soy sauce and sesame oil until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,3
Lemon Herb Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'parmesan']",20,15,35,6,easy,True,A bright Mediterranean-style entree built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and parmesan until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Mediterranean Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'garlic', 'parmesan']",15,15,30,4,easy,True,A light but satisfying dinner built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and garlic until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,1
Garlic Oregano Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'oregano', 'garlic', 'parmesan']",18,10,28,6,easy,True,A light but satisfying dinner built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and oregano until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Tomato Olive Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'onion', 'feta', 'garlic', 'parmesan']",10,20,30,6,easy,True,A light but satisfying dinner built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with pasta and onion until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
Zesty Herb Tofu Pasta,entree,Mediterranean,"['firm tofu', 'soy sauce', 'pasta', 'onion', 'oregano', 'garlic', 'parmesan']",20,10,30,4,easy,True,A fresh and herb-forward main dish built around tofu with pasta.,1. Prep the firm tofu and gather the other ingredients. 2. Cook the pasta according to package directions. 3. Cook the firm tofu with soy sauce and pasta until fully cooked. 4. Toss everything together with the cooked pasta and serve hot.,2
