title,category,cuisine,ingredients,prep_time_min,cook_time_min,total_time_min,serves,difficulty,vegetarian,summary
Sun-Dried Tomato Salmon Wrap,entree,Mediterranean,"['salmon fillet', 'olive oil', 'flour tortillas', 'kale', 'white beans', 'tomato', 'oregano', 'lime', 'cilantro']",10,10,20,6,easy,False,A fresh and herb-forward main dish built around salmon with wrap.
Herb Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa']",10,10,20,2,easy,False,A hearty and simple main dish built around salmon with grain bowl.
Garlic Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'garlic']",10,25,35,6,easy,False,A comfort-food style dinner built around salmon with grain bowl.
Smoky Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'paprika', 'garlic']",10,20,30,4,easy,False,A hearty and simple main dish built around salmon with grain bowl.
Lemon Pepper Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'onion', 'parsley', 'garlic']",12,23,35,6,easy,False,A savory weeknight entree built around salmon with grain bowl.
Roasted Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'eggplant', 'tomato', 'thyme', 'garlic']",12,10,22,4,easy,False,A savory weeknight entree built around salmon with grain bowl.
Homestyle Salmon Grain Bowl,entree,American,"['salmon fillet', 'olive oil', 'quinoa', 'broccoli', 'carrot', 'paprika', 'thyme', 'garlic']",15,15,30,6,easy,False,A savory weeknight entree built around salmon with grain bowl.
Lemon Herb Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'quinoa', 'mushrooms', 'onion', 'lemon', 'garlic']",12,18,30,6,easy,False,A fresh and herb-forward main dish built around salmon with grain bowl.
Mediterranean Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'salt', 'black pepper', 'quinoa', 'spinach', 'onion', 'lemon', 'oregano', 'garlic']",18,10,28,2,easy,False,A fresh and herb-forward main dish built around salmon with grain bowl.
Garlic Oregano Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'garlic']",20,10,30,2,easy,False,A bright Mediterranean-style entree built around salmon with grain bowl.
Tomato Olive Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'feta', 'garlic']",12,18,30,4,easy,False,A light but satisfying dinner built around salmon with grain bowl.
Zesty Herb Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'oregano', 'feta', 'garlic']",15,15,30,4,easy,False,A bright Mediterranean-style entree built around salmon with grain bowl.
Sun-Dried Tomato Salmon Grain Bowl,entree,Mediterranean,"['salmon fillet', 'olive oil', 'quinoa', 'cabbage', 'carrot', 'lemon', 'garlic']",12,13,25,4,easy,False,A fresh and herb-forward main dish built around salmon with grain bowl.
Herb Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'onion', 'paprika', 'parsley', 'garlic']",12,33,45,4,medium,False,A hearty and simple main dish built around salmon with stew.
Garlic Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth']",15,25,40,2,medium,False,A savory weeknight entree built around salmon with stew.
Smoky Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'paprika', 'garlic']",15,25,40,4,medium,False,A hearty and simple main dish built around salmon with stew.
Lemon Pepper Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'garlic powder', 'garlic']",18,37,55,2,medium,False,A hearty and simple main dish built around salmon with stew.
Roasted Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'celery', 'rosemary', 'garlic']",12,33,45,4,medium,False,A hearty and simple main dish built around salmon with stew.
Homestyle Salmon Stew,entree,American,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'celery', 'onion', 'garlic powder', 'paprika', 'garlic']",10,40,50,4,medium,False,A hearty and simple main dish built around salmon with stew.
Lemon Herb Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth']",20,20,40,2,medium,False,A light but satisfying dinner built around salmon with stew.
Mediterranean Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'garlic']",12,43,55,2,medium,False,A bright Mediterranean-style entree built around salmon with stew.
Garlic Oregano Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'lemon', 'garlic']",12,33,45,6,medium,False,A fresh and herb-forward main dish built around salmon with stew.
Tomato Olive Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'onion', 'lemon', 'garlic']",18,32,50,4,medium,False,A fresh and herb-forward main dish built around salmon with stew.
Zesty Herb Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'onion', 'lemon', 'garlic']",18,32,50,2,medium,False,A bright Mediterranean-style entree built around salmon with stew.
Sun-Dried Tomato Salmon Stew,entree,Mediterranean,"['salmon fillet', 'olive oil', 'broth', 'carrot', 'celery', 'cauliflower', 'peas', 'garlic']",15,25,40,2,medium,False,A light but satisfying dinner built around salmon with stew.
Herb Tofu Rice Bowl,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'eggplant', 'tomato', 'rosemary', 'thyme', 'garlic']",12,10,22,6,easy,True,A comfort-food style dinner built around tofu with rice bowl.
Garlic Tofu Rice Bowl,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cabbage', 'carrot', 'green onion', 'garlic powder', 'parsley', 'garlic']",18,10,28,6,easy,True,A comfort-food style dinner built around tofu with rice bowl.
Smoky Tofu Rice Bowl,entree,American,"['firm tofu', 'rice', 'parsley', 'garlic']",20,10,30,6,easy,True,A hearty and simple main dish built around tofu with rice bowl.
Lemon Pepper Tofu Rice Bowl,entree,American,"['firm tofu', 'rice', 'rosemary', 'thyme', 'garlic']",10,15,25,6,easy,True,A comfort-food style dinner built around tofu with rice bowl.
Roasted Tofu Rice Bowl,entree,American,"['firm tofu', 'rice', 'onion', 'parsley', 'paprika', 'garlic']",10,20,30,6,easy,True,A savory weeknight entree built around tofu with rice bowl.
Homestyle Tofu Rice Bowl,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'paprika', 'garlic powder', 'garlic']",15,15,30,2,easy,True,A savory weeknight entree built around tofu with rice bowl.
Chipotle Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cauliflower', 'carrot', 'cumin', 'garlic']",20,10,30,2,easy,True,A Mexican-inspired entree with bright flavors built around tofu with rice bowl.
Cilantro Lime Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'rice', 'garlic']",10,15,25,4,easy,True,A bold and zesty main dish built around tofu with rice bowl.
Spicy Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'rice', 'chili powder', 'cumin', 'garlic']",20,10,30,6,easy,True,A bold and zesty main dish built around tofu with rice bowl.
Smoky Tofu Kale Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cilantro', 'garlic']",18,10,28,4,easy,True,A Mexican-inspired entree with bright flavors built around tofu with rice bowl.
Salsa Verde Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'cauliflower', 'cilantro', 'garlic']",15,10,25,4,easy,True,A bold and zesty main dish built around tofu with rice bowl.
Southwest Tofu Rice Bowl,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'sweet potato', 'onion', 'black beans', 'chili powder', 'garlic']",10,15,25,2,easy,True,A bold and zesty main dish built around tofu with rice bowl.
Lemon Herb Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'rice', 'garlic']",15,15,30,4,easy,True,A light but satisfying dinner built around tofu with rice bowl.
Mediterranean Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'rice', 'garlic']",12,13,25,2,easy,True,A light but satisfying dinner built around tofu with rice bowl.
Garlic Oregano Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'rice', 'feta', 'garlic']",12,10,22,6,easy,True,A bright Mediterranean-style entree built around tofu with rice bowl.
Tomato Olive Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'feta', 'garlic']",10,10,20,2,easy,True,A fresh and herb-forward main dish built around tofu with rice bowl.
Zesty Herb Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'rice', 'onion', 'lemon', 'parsley', 'garlic']",18,12,30,4,easy,True,A light but satisfying dinner built around tofu with rice bowl.
Sun-Dried Tomato Tofu Rice Bowl,entree,Mediterranean,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'mushrooms', 'onion', 'oregano', 'garlic']",15,15,30,2,easy,True,A bright Mediterranean-style entree built around tofu with rice bowl.
Ginger Garlic Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'corn', 'bell pepper', 'onion', 'ginger', 'garlic']",10,15,25,2,easy,True,A savory umami-forward main dish built around tofu with rice bowl.
Sesame Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'spinach', 'tomato', 'onion', 'broccoli', 'garlic']",18,10,28,6,easy,True,A savory umami-forward main dish built around tofu with rice bowl.
Soy Glazed Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'rice', 'garlic']",20,10,30,4,easy,True,A quick Asian-inspired entree built around tofu with rice bowl.
Sweet Chili Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'garlic']",20,10,30,6,easy,True,A takeout-style dinner made at home built around tofu with rice bowl.
Teriyaki Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'rice', 'onion', 'ginger', 'garlic']",20,10,30,6,easy,True,A savory umami-forward main dish built around tofu with rice bowl.
Scallion Tofu Rice Bowl,entree,Asian,"['firm tofu', 'soy sauce', 'sesame oil', 'rice', 'spinach', 'onion', 'garlic']",15,10,25,4,easy,True,A savory umami-forward main dish built around tofu with rice bowl.
Herb Tofu Pasta,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'pasta', 'thyme', 'parsley', 'garlic', 'parmesan']",10,10,20,6,easy,True,A comfort-food style dinner built around tofu with pasta.
Garlic Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'parmesan']",15,10,25,4,easy,True,A hearty and simple main dish built around tofu with pasta.
Smoky Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'parsley', 'garlic', 'parmesan']",12,23,35,4,easy,True,A savory weeknight entree built around tofu with pasta.
Lemon Pepper Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'garlic powder', 'paprika', 'garlic', 'parmesan']",20,15,35,4,easy,True,A savory weeknight entree built around tofu with pasta.
Roasted Tofu Pasta,entree,American,"['firm tofu', 'pasta', 'onion', 'thyme', 'parsley', 'garlic', 'parmesan']",15,20,35,6,easy,True,A hearty and simple main dish built around tofu with pasta.
Homestyle Tofu Pasta,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'pasta', 'sweet potato', 'onion', 'paprika', 'garlic', 'parmesan']",12,18,30,2,easy,True,A savory weeknight entree built around tofu with pasta.
Lemon Herb Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'parmesan']",20,15,35,6,easy,True,A bright Mediterranean-style entree built around tofu with pasta.
Mediterranean Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'garlic', 'parmesan']",15,15,30,4,easy,True,A light but satisfying dinner built around tofu with pasta.
Garlic Oregano Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'oregano', 'garlic', 'parmesan']",18,10,28,6,easy,True,A light but satisfying dinner built around tofu with pasta.
Tomato Olive Tofu Pasta,entree,Mediterranean,"['firm tofu', 'pasta', 'onion', 'feta', 'garlic', 'parmesan']",10,20,30,6,easy,True,A light but satisfying dinner built around tofu with pasta.
Zesty Herb Tofu Pasta,entree,Mediterranean,"['firm tofu', 'soy sauce', 'pasta', 'onion', 'oregano', 'garlic', 'parmesan']",20,10,30,4,easy,True,A fresh and herb-forward main dish built around tofu with pasta.
Sun-Dried Tomato Tofu Pasta,entree,Mediterranean,"['firm tofu', 'soy sauce', 'sesame oil', 'pasta', 'cauliflower', 'oregano', 'garlic', 'parmesan']",10,25,35,6,easy,True,A light but satisfying dinner built around tofu with pasta.
Herb Tofu Tacos,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'corn tortillas', 'onion', 'paprika', 'garlic powder', 'lime', 'cilantro']",20,10,30,6,easy,True,A comfort-food style dinner built around tofu with tacos.
Garlic Tofu Tacos,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'corn tortillas', 'cauliflower', 'carrot', 'peas', 'garlic powder', 'lime', 'cilantro']",10,10,20,2,easy,True,A comfort-food style dinner built around tofu with tacos.
Smoky Tofu Tacos,entree,American,"['firm tofu', 'paprika', 'lime', 'cilantro']",12,10,22,4,easy,True,A comfort-food style dinner built around tofu with tacos.
Lemon Pepper Tofu Tacos,entree,American,"['firm tofu', 'onion', 'garlic powder', 'lime', 'cilantro']",10,10,20,2,easy,True,A savory weeknight entree built around tofu with tacos.
Roasted Tofu Tacos,entree,American,"['firm tofu', 'onion', 'rosemary', 'thyme', 'lime', 'cilantro']",10,15,25,4,easy,True,A hearty and simple main dish built around tofu with tacos.
Homestyle Tofu Tacos,entree,American,"['firm tofu', 'soy sauce', 'onion', 'parsley', 'rosemary', 'lime', 'cilantro']",15,10,25,2,easy,True,A savory weeknight entree built around tofu with tacos.
Chipotle Tofu Tacos,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'corn tortillas', 'cauliflower', 'cilantro', 'cumin', 'lime']",10,10,20,6,easy,True,A bold and zesty main dish built around tofu with tacos.
Cilantro Lime Tofu Tacos,entree,Mexican,"['firm tofu', 'cilantro', 'lime']",15,10,25,6,easy,True,A Mexican-inspired entree with bright flavors built around tofu with tacos.
Spicy Tofu Tacos,entree,Mexican,"['firm tofu', 'soy sauce', 'onion', 'cilantro', 'lime']",20,10,30,2,easy,True,A family-friendly taco night style meal built around tofu with tacos.
Smoky Tofu Corn Tacos,entree,Mexican,"['firm tofu', 'onion', 'chili powder', 'cumin', 'lime', 'cilantro']",10,10,20,4,easy,True,A bold and zesty main dish built around tofu with tacos.
Salsa Verde Tofu Tacos,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'corn tortillas', 'eggplant', 'lime', 'cilantro']",20,10,30,2,easy,True,A family-friendly taco night style meal built around tofu with tacos.
Southwest Tofu Tacos,entree,Mexican,"['firm tofu', 'soy sauce', 'sesame oil', 'corn tortillas', 'eggplant', 'tomato', 'chili powder', 'lime', 'cilantro']",12,10,22,6,easy,True,A Mexican-inspired entree with bright flavors built around tofu with tacos.
Herb Tofu Salad,entree,American,"['firm tofu', 'rosemary', 'paprika']",10,10,20,6,easy,True,A savory weeknight entree built around tofu with salad.
Garlic Tofu Salad,entree,American,"['firm tofu', 'soy sauce', 'parsley', 'rosemary']",12,10,22,6,easy,True,A hearty and simple main dish built around tofu with salad.
Smoky Tofu Salad,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'butter', 'thyme']",10,10,20,2,easy,True,A comfort-food style dinner built around tofu with salad.
Lemon Pepper Tofu Salad,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'onion', 'paprika', 'butter']",15,10,25,6,easy,True,A comfort-food style dinner built around tofu with salad.
Roasted Tofu Salad,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'mixed greens', 'eggplant', 'butter', 'paprika']",12,10,22,4,easy,True,A comfort-food style dinner built around tofu with salad.
Homestyle Tofu Salad,entree,American,"['firm tofu', 'soy sauce', 'sesame oil', 'mixed greens', 'cauliflower', 'carrot', 'peas', 'paprika']",10,10,20,4,easy,True,A hearty and simple main dish built around tofu with salad.
Lemon Herb Tofu Salad,entree,Mediterranean,"['firm tofu', 'soy sauce', 'sesame oil', 'mixed greens', 'cauliflower', 'carrot', 'peas', 'olives', 'feta']",20,10,30,2,easy,True,A light but satisfying dinner built around tofu with salad.
Mediterranean Tofu Salad,entree,Mediterranean,"['firm tofu', 'soy sauce', 'sesame oil', 'mixed greens', 'sweet potato', 'onion', 'black beans', 'lemon', 'feta']",10,10,20,6,easy,True,A bright Mediterranean-style entree built around tofu with salad.
